CropName,SoilType,Disease,Treatment,Practice,Region,GrowthDuration,OptimalTemp
Coconut,Laterite,Wilt,Crop Rotation,Organic Farming,Mizoram,150 days,20–25°C
Black pepper,Alluvial,Blight,Fungicide Spray,Mulching,Bihar,150 days,20–25°C
Cowpea (Lobia),Sandy,Rust,Soil Solarization,Mulching,Goa,90 days,25–30°C
Bajra,Laterite,Rust,Fungicide Spray,Mulching,Andhra Pradesh,150 days,25–30°C
Arecanut,Black Cotton,Blight,Fungicide Spray,Mulching,Tamil Nadu,150 days,25–30°C
Niger Seed,Red Loamy,Blight,Resistant Varieties,Organic Farming,Andhra Pradesh,90 days,20–25°C
Sugarcane,Sandy,Blight,Fungicide Spray,Organic Farming,Jharkhand,120 days,25–30°C
Black pepper,Alluvial,Rust,Fungicide Spray,Organic Farming,West Bengal,150 days,25–30°C
Dry Chillies,Laterite,Wilt,Neem Extract,Mulching,Chhattisgarh,90 days,20–25°C
Arhar/Tur,Laterite,Blight,Neem Extract,Organic Farming,Andhra Pradesh,90 days,25–30°C
Cashewnut,Black Cotton,Blight,Neem Extract,Mulching,Goa,90 days,20–25°C
Wheat,Sandy,Rust,Resistant Varieties,Mulching,Uttar Pradesh,150 days,15–20°C
Ragi,Black Cotton,Rust,Neem Extract,Mulching,Gujarat,90 days,25–30°C
Ginger,Black Cotton,Rust,Neem Extract,Organic Farming,Goa,120 days,20–25°C
Maize,Black Cotton,Smut,Fungicide Spray,Drip Irrigation,Madhya Pradesh,120 days,25–30°C
Cashewnut,Black Cotton,Wilt,Neem Extract,Organic Farming,Chhattisgarh,150 days,25–30°C
Garlic,Alluvial,Wilt,Fungicide Spray,Mulching,Goa,120 days,25–30°C
Sugarcane,Red Loamy,Blight,Fungicide Spray,Organic Farming,Mizoram,120 days,25–30°C
Jowar,Peaty,Wilt,Resistant Varieties,Mulching,Tripura,90 days,20–25°C
Banana,Red Loamy,Rust,Soil Solarization,Mulching,Jharkhand,120 days,20–25°C
Cowpea (Lobia),Sandy,Blight,Crop Rotation,Mulching,Manipur,150 days,20–25°C
Jowar,Peaty,Blight,Soil Solarization,Mulching,Karnataka,120 days,20–25°C
Onion,Red Loamy,Rust,Neem Extract,Organic Farming,Chhattisgarh,90 days,20–25°C
Black pepper,Alluvial,Rust,Fungicide Spray,Organic Farming,West Bengal,150 days,20–25°C
Gram,Black Cotton,Wilt,Fungicide Spray,Organic Farming,Bihar,150 days,20–25°C
Sunflower,Black Cotton,Rust,Fungicide Spray,Mulching,Himachal Pradesh,120 days,20–25°C
Barley,Alluvial,Rust,Fungicide Spray,Organic Farming,Arunachal Pradesh,120 days,25–30°C
Coriander,Sandy,Wilt,Resistant Varieties,Mulching,Uttarakhand,150 days,20–25°C
Cardamom,Black Cotton,Wilt,Soil Solarization,Mulching,Chhattisgarh,90 days,25–30°C
Sweet Potato,Black Cotton,Rust,Soil Solarization,Mulching,West Bengal,120 days,20–25°C
Horse Gram,Sandy,Wilt,Neem Extract,Organic Farming,West Bengal,120 days,25–30°C
Garlic,Alluvial,Wilt,Neem Extract,Organic Farming,Goa,120 days,25–30°C
Sesamum,Black Cotton,Wilt,Crop Rotation,Mulching,Bihar,120 days,25–30°C
Peas & beans (Pulses),Laterite,Rust,Neem Extract,Organic Farming,Punjab,90 days,20–25°C
Maize,Black Cotton,Rust,Fungicide Spray,Drip Irrigation,Maharashtra,90 days,25–30°C
Groundnut,Sandy,Wilt,Soil Solarization,Mulching,Goa,150 days,20–25°C
Peas & beans (Pulses),Black Cotton,Rust,Crop Rotation,Organic Farming,Kerala,150 days,25–30°C
Peas & beans (Pulses),Black Cotton,Wilt,Crop Rotation,Organic Farming,Telangana,150 days,20–25°C
Onion,Black Cotton,Wilt,Soil Solarization,Mulching,Arunachal Pradesh,90 days,25–30°C
Castor Seed,Laterite,Rust,Fungicide Spray,Organic Farming,West Bengal,150 days,25–30°C
Arhar/Tur,Laterite,Rust,Resistant Varieties,Mulching,Arunachal Pradesh,120 days,20–25°C
Masoor,Red Loamy,Blight,Fungicide Spray,Organic Farming,Karnataka,150 days,20–25°C
Sugarcane,Sandy,Blight,Soil Solarization,Organic Farming,Chhattisgarh,90 days,20–25°C
Sunflower,Red Loamy,Rust,Fungicide Spray,Mulching,West Bengal,90 days,25–30°C
Potato,Alluvial,Rust,Neem Extract,Organic Farming,Sikkim,90 days,25–30°C
Jute,Black Cotton,Rust,Fungicide Spray,Organic Farming,Andhra Pradesh,120 days,20–25°C
Onion,Black Cotton,Blight,Resistant Varieties,Mulching,Chhattisgarh,120 days,20–25°C
Cardamom,Black Cotton,Wilt,Resistant Varieties,Mulching,Himachal Pradesh,150 days,25–30°C
Arhar/Tur,Laterite,Rust,Crop Rotation,Organic Farming,Manipur,120 days,20–25°C
Maize,Black Cotton,Smut,Soil Solarization,Mulching,Maharashtra,90 days,30–35°C
Cardamom,Black Cotton,Rust,Resistant Varieties,Mulching,Mizoram,120 days,20–25°C
Potato,Alluvial,Blight,Neem Extract,Mulching,Telangana,120 days,25–30°C
Cashewnut,Black Cotton,Rust,Soil Solarization,Mulching,Goa,90 days,25–30°C
Turmeric,Alluvial,Blight,Neem Extract,Organic Farming,Uttarakhand,150 days,20–25°C
Horse Gram,Black Cotton,Blight,Crop Rotation,Organic Farming,West Bengal,150 days,25–30°C
Sunflower,Black Cotton,Wilt,Soil Solarization,Mulching,Telangana,150 days,20–25°C
Gram,Red Loamy,Blight,Soil Solarization,Organic Farming,Odisha,150 days,20–25°C
Groundnut,Red Loamy,Blight,Soil Solarization,Organic Farming,Goa,90 days,25–30°C
Sweet Potato,Black Cotton,Blight,Soil Solarization,Organic Farming,West Bengal,120 days,20–25°C
Castor Seed,Alluvial,Wilt,Crop Rotation,Organic Farming,Chhattisgarh,90 days,25–30°C
Arecanut,Black Cotton,Wilt,Crop Rotation,Organic Farming,Rajasthan,120 days,25–30°C
Cowpea (Lobia),Laterite,Rust,Neem Extract,Mulching,Goa,90 days,20–25°C
Jowar,Peaty,Blight,Crop Rotation,Mulching,Gujarat,120 days,20–25°C
Cotton,Peaty,Blight,Crop Rotation,Mulching,Jharkhand,120 days,25–30°C
Niger Seed,Peaty,Blight,Neem Extract,Mulching,Nagaland,90 days,20–25°C
Turmeric,Sandy,Blight,Neem Extract,Mulching,Meghalaya,120 days,20–25°C
Cashewnut,Laterite,Wilt,Fungicide Spray,Mulching,Sikkim,90 days,25–30°C
Banana,Laterite,Rust,Crop Rotation,Organic Farming,Karnataka,90 days,20–25°C
Niger Seed,Peaty,Blight,Neem Extract,Organic Farming,Goa,120 days,25–30°C
Peas & beans (Pulses),Laterite,Rust,Resistant Varieties,Organic Farming,Haryana,120 days,25–30°C
Maize,Red Loamy,Smut,Fungicide Spray,Drip Irrigation,Telangana,120 days,30–35°C
Barley,Alluvial,Rust,Crop Rotation,Organic Farming,Arunachal Pradesh,90 days,25–30°C
Moong (Green Gram),Peaty,Wilt,Resistant Varieties,Organic Farming,Odisha,120 days,25–30°C
Coriander,Red Loamy,Rust,Resistant Varieties,Organic Farming,Sikkim,90 days,20–25°C
Horse Gram,Sandy,Blight,Neem Extract,Mulching,Telangana,120 days,25–30°C
Cotton,Peaty,Blight,Crop Rotation,Organic Farming,Jharkhand,90 days,25–30°C
Garlic,Red Loamy,Wilt,Crop Rotation,Mulching,Gujarat,120 days,20–25°C
Ragi,Laterite,Rust,Soil Solarization,Organic Farming,Gujarat,90 days,25–30°C
Coriander,Red Loamy,Blight,Soil Solarization,Mulching,Assam,90 days,20–25°C
Dry Chillies,Laterite,Wilt,Resistant Varieties,Mulching,Odisha,120 days,25–30°C
Soyabean,Red Loamy,Rust,Soil Solarization,Organic Farming,Arunachal Pradesh,150 days,20–25°C
Urad,Black Cotton,Wilt,Crop Rotation,Mulching,Goa,90 days,20–25°C
Arhar/Tur,Laterite,Wilt,Neem Extract,Mulching,Arunachal Pradesh,150 days,25–30°C
Cowpea (Lobia),Sandy,Blight,Neem Extract,Organic Farming,Manipur,150 days,20–25°C
Tapioca,Red Loamy,Blight,Soil Solarization,Organic Farming,Madhya Pradesh,150 days,20–25°C
Peas & beans (Pulses),Black Cotton,Blight,Resistant Varieties,Organic Farming,Gujarat,90 days,25–30°C
Gram,Black Cotton,Rust,Crop Rotation,Organic Farming,Sikkim,90 days,25–30°C
Tapioca,Red Loamy,Blight,Crop Rotation,Organic Farming,Odisha,120 days,25–30°C
Niger Seed,Red Loamy,Wilt,Neem Extract,Mulching,Nagaland,150 days,20–25°C
Arecanut,Black Cotton,Wilt,Fungicide Spray,Organic Farming,Tamil Nadu,90 days,20–25°C
Gram,Black Cotton,Blight,Crop Rotation,Mulching,Sikkim,120 days,25–30°C
Rice,Red Loamy,Smut,Resistant Varieties,Drip Irrigation,Bihar,120 days,25–30°C
Potato,Red Loamy,Rust,Soil Solarization,Organic Farming,Sikkim,120 days,25–30°C
Horse Gram,Black Cotton,Blight,Resistant Varieties,Mulching,Telangana,150 days,20–25°C
Sweet Potato,Red Loamy,Rust,Fungicide Spray,Mulching,Uttarakhand,90 days,20–25°C
Gram,Black Cotton,Wilt,Crop Rotation,Mulching,Sikkim,120 days,25–30°C
Cashewnut,Black Cotton,Rust,Neem Extract,Mulching,Gujarat,150 days,25–30°C
Jute,Black Cotton,Blight,Soil Solarization,Mulching,Gujarat,120 days,20–25°C
Dry Chillies,Laterite,Blight,Crop Rotation,Mulching,Uttar Pradesh,120 days,20–25°C
Khesari,Alluvial,Wilt,Resistant Varieties,Mulching,Karnataka,90 days,20–25°C
Arhar/Tur,Laterite,Blight,Soil Solarization,Mulching,Haryana,120 days,25–30°C
Maize,Red Loamy,Rust,Soil Solarization,Mulching,Madhya Pradesh,90 days,25–30°C
Sugarcane,Sandy,Rust,Resistant Varieties,Organic Farming,Chhattisgarh,120 days,20–25°C
Sesamum,Black Cotton,Wilt,Fungicide Spray,Mulching,Bihar,120 days,20–25°C
Sunflower,Black Cotton,Rust,Soil Solarization,Mulching,West Bengal,120 days,20–25°C
Peas & beans (Pulses),Black Cotton,Blight,Crop Rotation,Mulching,Gujarat,120 days,20–25°C
Groundnut,Red Loamy,Wilt,Fungicide Spray,Organic Farming,Andhra Pradesh,120 days,20–25°C
Gram,Black Cotton,Rust,Resistant Varieties,Organic Farming,Sikkim,150 days,20–25°C
Coconut,Red Loamy,Blight,Neem Extract,Organic Farming,West Bengal,150 days,25–30°C
Maize,Black Cotton,Smut,Fungicide Spray,Mulching,Telangana,90 days,30–35°C
Gram,Black Cotton,Rust,Fungicide Spray,Organic Farming,Odisha,150 days,25–30°C
Ragi,Black Cotton,Blight,Crop Rotation,Mulching,Himachal Pradesh,90 days,25–30°C
Jowar,Red Loamy,Blight,Soil Solarization,Organic Farming,Telangana,120 days,25–30°C
Moong (Green Gram),Peaty,Blight,Fungicide Spray,Mulching,Madhya Pradesh,90 days,25–30°C
Potato,Red Loamy,Blight,Neem Extract,Organic Farming,Meghalaya,150 days,20–25°C
Niger Seed,Peaty,Wilt,Crop Rotation,Organic Farming,Maharashtra,120 days,25–30°C
Bajra,Red Loamy,Blight,Resistant Varieties,Organic Farming,Mizoram,150 days,20–25°C
Rice,Red Loamy,Blast,Crop Rotation,SRI Method,Andhra Pradesh,180 days,25–30°C
Niger Seed,Peaty,Blight,Neem Extract,Organic Farming,Goa,90 days,20–25°C
Tobacco,Black Cotton,Rust,Crop Rotation,Organic Farming,Meghalaya,150 days,25–30°C
Sugarcane,Sandy,Rust,Fungicide Spray,Organic Farming,Chhattisgarh,150 days,20–25°C
Cotton,Black Cotton,Rust,Soil Solarization,Organic Farming,Odisha,150 days,25–30°C
Soyabean,Red Loamy,Rust,Soil Solarization,Organic Farming,Jharkhand,120 days,25–30°C
Coriander,Sandy,Wilt,Neem Extract,Organic Farming,Nagaland,90 days,20–25°C
Banana,Laterite,Rust,Fungicide Spray,Mulching,Tripura,90 days,20–25°C
Urad,Red Loamy,Wilt,Neem Extract,Organic Farming,Nagaland,90 days,20–25°C
Cardamom,Black Cotton,Rust,Soil Solarization,Mulching,Himachal Pradesh,90 days,25–30°C
Potato,Alluvial,Blight,Neem Extract,Organic Farming,Tripura,120 days,20–25°C
Gram,Black Cotton,Rust,Soil Solarization,Mulching,Odisha,90 days,20–25°C
Arhar/Tur,Peaty,Wilt,Resistant Varieties,Mulching,Andhra Pradesh,150 days,25–30°C
Urad,Red Loamy,Wilt,Fungicide Spray,Mulching,Goa,90 days,25–30°C
Black pepper,Alluvial,Rust,Neem Extract,Mulching,Tripura,120 days,20–25°C
Tobacco,Black Cotton,Blight,Soil Solarization,Organic Farming,Meghalaya,120 days,20–25°C
Masoor,Sandy,Wilt,Fungicide Spray,Organic Farming,West Bengal,120 days,25–30°C
Urad,Black Cotton,Wilt,Resistant Varieties,Organic Farming,Uttarakhand,150 days,25–30°C
Castor Seed,Alluvial,Wilt,Soil Solarization,Organic Farming,Chhattisgarh,150 days,20–25°C
Khesari,Black Cotton,Blight,Resistant Varieties,Mulching,Assam,150 days,25–30°C
Peas & beans (Pulses),Black Cotton,Blight,Crop Rotation,Mulching,Punjab,90 days,20–25°C
Sugarcane,Sandy,Wilt,Soil Solarization,Mulching,Chhattisgarh,150 days,20–25°C
Banana,Red Loamy,Blight,Resistant Varieties,Mulching,Karnataka,120 days,20–25°C
Potato,Alluvial,Wilt,Resistant Varieties,Organic Farming,Punjab,150 days,25–30°C
Sesamum,Black Cotton,Blight,Resistant Varieties,Organic Farming,Gujarat,150 days,25–30°C
Khesari,Alluvial,Rust,Soil Solarization,Organic Farming,Haryana,150 days,20–25°C
Groundnut,Red Loamy,Wilt,Neem Extract,Organic Farming,Andhra Pradesh,120 days,20–25°C
Coconut,Red Loamy,Wilt,Fungicide Spray,Organic Farming,Uttarakhand,150 days,20–25°C
Turmeric,Sandy,Rust,Crop Rotation,Organic Farming,Uttarakhand,120 days,20–25°C
Cashewnut,Laterite,Wilt,Neem Extract,Organic Farming,Bihar,90 days,20–25°C
Maize,Red Loamy,Rust,Fungicide Spray,Mulching,Telangana,120 days,30–35°C
Wheat,Alluvial,Smut,Crop Rotation,Mulching,Madhya Pradesh,150 days,15–20°C
Tobacco,Red Loamy,Wilt,Soil Solarization,Organic Farming,Punjab,150 days,20–25°C
Horse Gram,Black Cotton,Wilt,Soil Solarization,Mulching,Arunachal Pradesh,120 days,25–30°C
Arhar/Tur,Laterite,Blight,Crop Rotation,Organic Farming,Haryana,150 days,20–25°C
Maize,Red Loamy,Smut,Crop Rotation,Drip Irrigation,Maharashtra,120 days,25–30°C
Wheat,Alluvial,Smut,Neem Extract,Mulching,Haryana,150 days,20–25°C
Cardamom,Red Loamy,Rust,Crop Rotation,Mulching,Chhattisgarh,120 days,25–30°C
Sugarcane,Red Loamy,Blight,Fungicide Spray,Mulching,Chhattisgarh,90 days,25–30°C
Sweet Potato,Red Loamy,Rust,Fungicide Spray,Organic Farming,Mizoram,90 days,20–25°C
Ragi,Laterite,Blight,Resistant Varieties,Organic Farming,Meghalaya,90 days,25–30°C
Gram,Black Cotton,Blight,Crop Rotation,Mulching,Sikkim,150 days,20–25°C
Ragi,Laterite,Blight,Resistant Varieties,Mulching,Himachal Pradesh,90 days,25–30°C
Sunflower,Black Cotton,Wilt,Crop Rotation,Organic Farming,Assam,150 days,25–30°C
Barley,Alluvial,Blight,Fungicide Spray,Mulching,Meghalaya,150 days,25–30°C
Cotton,Peaty,Wilt,Crop Rotation,Organic Farming,Odisha,90 days,20–25°C
Tapioca,Peaty,Blight,Fungicide Spray,Organic Farming,Madhya Pradesh,120 days,20–25°C
Dry Chillies,Laterite,Wilt,Neem Extract,Mulching,Uttar Pradesh,90 days,20–25°C
Cowpea (Lobia),Laterite,Wilt,Resistant Varieties,Organic Farming,Meghalaya,120 days,20–25°C
Sugarcane,Red Loamy,Rust,Resistant Varieties,Mulching,Mizoram,90 days,25–30°C
Sunflower,Black Cotton,Blight,Resistant Varieties,Organic Farming,Assam,150 days,20–25°C
Tapioca,Red Loamy,Rust,Resistant Varieties,Mulching,Sikkim,90 days,20–25°C
Niger Seed,Red Loamy,Rust,Neem Extract,Mulching,Nagaland,150 days,20–25°C
Black pepper,Peaty,Rust,Crop Rotation,Organic Farming,West Bengal,90 days,25–30°C
Castor Seed,Alluvial,Blight,Neem Extract,Organic Farming,Arunachal Pradesh,150 days,20–25°C
Rice,Red Loamy,Blast,Crop Rotation,SRI Method,Odisha,150 days,25–30°C
Turmeric,Alluvial,Rust,Crop Rotation,Mulching,Uttarakhand,90 days,25–30°C
Peas & beans (Pulses),Black Cotton,Rust,Crop Rotation,Mulching,Telangana,150 days,20–25°C
Soyabean,Red Loamy,Blight,Fungicide Spray,Organic Farming,Bihar,90 days,25–30°C
Sunflower,Black Cotton,Rust,Resistant Varieties,Organic Farming,Assam,120 days,20–25°C
Turmeric,Alluvial,Wilt,Fungicide Spray,Organic Farming,Telangana,90 days,20–25°C
Moong (Green Gram),Peaty,Wilt,Neem Extract,Mulching,Telangana,150 days,20–25°C
Black pepper,Peaty,Rust,Neem Extract,Organic Farming,Karnataka,120 days,20–25°C
Ragi,Laterite,Wilt,Neem Extract,Mulching,Rajasthan,150 days,25–30°C
Groundnut,Red Loamy,Rust,Neem Extract,Organic Farming,Andhra Pradesh,150 days,20–25°C
Potato,Red Loamy,Blight,Crop Rotation,Organic Farming,Meghalaya,120 days,25–30°C
Arecanut,Black Cotton,Rust,Neem Extract,Mulching,Rajasthan,90 days,20–25°C
Sunflower,Black Cotton,Wilt,Crop Rotation,Mulching,Telangana,120 days,25–30°C
Horse Gram,Sandy,Blight,Resistant Varieties,Organic Farming,Telangana,150 days,20–25°C
Jute,Black Cotton,Blight,Crop Rotation,Organic Farming,Odisha,120 days,25–30°C
Barley,Sandy,Wilt,Neem Extract,Mulching,Telangana,120 days,25–30°C
Horse Gram,Black Cotton,Blight,Neem Extract,Organic Farming,West Bengal,150 days,25–30°C
Peas & beans (Pulses),Black Cotton,Rust,Resistant Varieties,Mulching,Telangana,90 days,20–25°C
Cotton,Peaty,Wilt,Resistant Varieties,Organic Farming,Arunachal Pradesh,90 days,25–30°C
Banana,Laterite,Rust,Soil Solarization,Mulching,Jharkhand,120 days,25–30°C
Tapioca,Peaty,Blight,Neem Extract,Mulching,Madhya Pradesh,90 days,25–30°C
Tapioca,Red Loamy,Rust,Crop Rotation,Organic Farming,Madhya Pradesh,150 days,20–25°C
Tobacco,Red Loamy,Rust,Fungicide Spray,Organic Farming,Gujarat,120 days,20–25°C
Niger Seed,Peaty,Blight,Neem Extract,Mulching,Goa,120 days,25–30°C
Peas & beans (Pulses),Laterite,Rust,Soil Solarization,Organic Farming,Punjab,90 days,25–30°C
Moong (Green Gram),Red Loamy,Blight,Soil Solarization,Organic Farming,Odisha,120 days,20–25°C
Dry Chillies,Laterite,Wilt,Resistant Varieties,Organic Farming,Chhattisgarh,120 days,25–30°C
Jowar,Peaty,Wilt,Soil Solarization,Organic Farming,Gujarat,120 days,25–30°C
Moong (Green Gram),Red Loamy,Rust,Crop Rotation,Mulching,Karnataka,120 days,20–25°C
Maize,Black Cotton,Rust,Neem Extract,Mulching,Telangana,120 days,25–30°C
Sunflower,Black Cotton,Wilt,Crop Rotation,Organic Farming,West Bengal,120 days,25–30°C
Turmeric,Sandy,Blight,Neem Extract,Mulching,Goa,120 days,25–30°C
Sesamum,Black Cotton,Wilt,Soil Solarization,Mulching,Karnataka,150 days,25–30°C
Cashewnut,Black Cotton,Blight,Resistant Varieties,Mulching,Bihar,120 days,20–25°C
Black pepper,Peaty,Rust,Fungicide Spray,Mulching,Karnataka,90 days,25–30°C
Arecanut,Black Cotton,Blight,Resistant Varieties,Mulching,Rajasthan,90 days,25–30°C
Tobacco,Black Cotton,Rust,Neem Extract,Organic Farming,Kerala,150 days,20–25°C
Sunflower,Black Cotton,Wilt,Fungicide Spray,Organic Farming,Arunachal Pradesh,150 days,25–30°C
Jute,Laterite,Wilt,Crop Rotation,Organic Farming,Goa,90 days,25–30°C
Moong (Green Gram),Peaty,Blight,Soil Solarization,Organic Farming,Madhya Pradesh,90 days,25–30°C
Peas & beans (Pulses),Laterite,Rust,Crop Rotation,Mulching,Gujarat,150 days,25–30°C
Tapioca,Peaty,Blight,Soil Solarization,Organic Farming,Tamil Nadu,150 days,25–30°C
Soyabean,Black Cotton,Blight,Neem Extract,Organic Farming,Arunachal Pradesh,90 days,20–25°C
Cowpea (Lobia),Laterite,Rust,Neem Extract,Mulching,Maharashtra,90 days,20–25°C
Niger Seed,Red Loamy,Wilt,Soil Solarization,Mulching,Andhra Pradesh,90 days,20–25°C
Turmeric,Alluvial,Rust,Resistant Varieties,Organic Farming,Uttarakhand,90 days,20–25°C
Tobacco,Black Cotton,Blight,Fungicide Spray,Mulching,Kerala,150 days,25–30°C
Sesamum,Black Cotton,Wilt,Neem Extract,Mulching,Gujarat,150 days,25–30°C
Dry Chillies,Peaty,Wilt,Fungicide Spray,Organic Farming,Meghalaya,90 days,20–25°C
Jowar,Peaty,Blight,Crop Rotation,Mulching,Karnataka,150 days,25–30°C
Ragi,Black Cotton,Wilt,Soil Solarization,Organic Farming,Rajasthan,90 days,20–25°C
Maize,Black Cotton,Rust,Soil Solarization,Mulching,Madhya Pradesh,90 days,25–30°C
Black pepper,Alluvial,Blight,Fungicide Spray,Organic Farming,West Bengal,90 days,20–25°C
Ginger,Sandy,Wilt,Soil Solarization,Organic Farming,Maharashtra,120 days,20–25°C
Tobacco,Black Cotton,Blight,Crop Rotation,Mulching,Kerala,90 days,20–25°C
Masoor,Red Loamy,Rust,Neem Extract,Mulching,Uttarakhand,120 days,25–30°C
Coriander,Red Loamy,Blight,Fungicide Spray,Mulching,Nagaland,90 days,25–30°C
Maize,Red Loamy,Smut,Crop Rotation,Drip Irrigation,Karnataka,90 days,30–35°C
Garlic,Alluvial,Blight,Fungicide Spray,Mulching,Telangana,90 days,25–30°C
Wheat,Sandy,Smut,Resistant Varieties,Irrigation,Bihar,150 days,15–20°C
Arhar/Tur,Peaty,Blight,Soil Solarization,Organic Farming,Manipur,150 days,25–30°C
Garlic,Alluvial,Blight,Resistant Varieties,Organic Farming,Tripura,150 days,20–25°C
Moong (Green Gram),Red Loamy,Rust,Crop Rotation,Mulching,Telangana,150 days,20–25°C
Gram,Black Cotton,Wilt,Crop Rotation,Mulching,Bihar,120 days,20–25°C
Niger Seed,Red Loamy,Blight,Crop Rotation,Mulching,Haryana,150 days,25–30°C
Groundnut,Red Loamy,Blight,Resistant Varieties,Mulching,Goa,90 days,20–25°C
Cardamom,Black Cotton,Rust,Neem Extract,Mulching,Karnataka,150 days,20–25°C
Dry Chillies,Laterite,Rust,Neem Extract,Organic Farming,Chhattisgarh,150 days,20–25°C
Sunflower,Black Cotton,Wilt,Fungicide Spray,Mulching,Himachal Pradesh,150 days,20–25°C
Tapioca,Peaty,Blight,Neem Extract,Mulching,Tamil Nadu,150 days,25–30°C
Cowpea (Lobia),Laterite,Wilt,Soil Solarization,Mulching,Maharashtra,150 days,20–25°C
Sweet Potato,Black Cotton,Wilt,Neem Extract,Organic Farming,Jharkhand,120 days,25–30°C
Arhar/Tur,Peaty,Blight,Crop Rotation,Organic Farming,Manipur,120 days,20–25°C
Coriander,Sandy,Wilt,Fungicide Spray,Mulching,Nagaland,90 days,25–30°C
Banana,Red Loamy,Wilt,Crop Rotation,Organic Farming,Tripura,90 days,25–30°C
Khesari,Black Cotton,Rust,Fungicide Spray,Organic Farming,Uttar Pradesh,150 days,20–25°C
Sesamum,Black Cotton,Blight,Soil Solarization,Organic Farming,Sikkim,120 days,20–25°C
Bajra,Laterite,Wilt,Crop Rotation,Mulching,Nagaland,120 days,20–25°C
Sesamum,Laterite,Blight,Neem Extract,Mulching,Himachal Pradesh,150 days,25–30°C
Niger Seed,Red Loamy,Rust,Soil Solarization,Organic Farming,Nagaland,150 days,20–25°C
Jowar,Red Loamy,Blight,Soil Solarization,Mulching,Tripura,90 days,20–25°C
Onion,Black Cotton,Blight,Soil Solarization,Organic Farming,Chhattisgarh,150 days,20–25°C
Potato,Red Loamy,Rust,Fungicide Spray,Organic Farming,Tripura,120 days,25–30°C
Black pepper,Peaty,Blight,Neem Extract,Organic Farming,West Bengal,120 days,25–30°C
Sunflower,Black Cotton,Wilt,Resistant Varieties,Organic Farming,Himachal Pradesh,120 days,25–30°C
Dry Chillies,Peaty,Wilt,Crop Rotation,Organic Farming,Tamil Nadu,120 days,20–25°C
Coriander,Red Loamy,Wilt,Resistant Varieties,Mulching,Assam,90 days,20–25°C
Coconut,Laterite,Blight,Crop Rotation,Organic Farming,Andhra Pradesh,90 days,20–25°C
Khesari,Alluvial,Wilt,Neem Extract,Mulching,Haryana,120 days,25–30°C
Turmeric,Sandy,Blight,Fungicide Spray,Organic Farming,Telangana,120 days,25–30°C
Garlic,Alluvial,Blight,Fungicide Spray,Mulching,Tripura,150 days,20–25°C
Ginger,Black Cotton,Blight,Soil Solarization,Mulching,Meghalaya,150 days,20–25°C
Niger Seed,Red Loamy,Rust,Neem Extract,Organic Farming,Nagaland,90 days,20–25°C
Moong (Green Gram),Red Loamy,Blight,Neem Extract,Mulching,Karnataka,120 days,25–30°C
Barley,Alluvial,Rust,Crop Rotation,Organic Farming,Meghalaya,120 days,25–30°C
Moong (Green Gram),Peaty,Rust,Neem Extract,Mulching,Assam,90 days,25–30°C
Masoor,Red Loamy,Wilt,Fungicide Spray,Organic Farming,Madhya Pradesh,150 days,25–30°C
Castor Seed,Laterite,Rust,Resistant Varieties,Organic Farming,Arunachal Pradesh,150 days,20–25°C
Barley,Alluvial,Blight,Resistant Varieties,Organic Farming,Telangana,150 days,20–25°C
Castor Seed,Laterite,Blight,Fungicide Spray,Mulching,Odisha,150 days,20–25°C
Garlic,Red Loamy,Wilt,Resistant Varieties,Mulching,Goa,150 days,20–25°C
Horse Gram,Black Cotton,Wilt,Crop Rotation,Mulching,Tripura,150 days,25–30°C
Banana,Red Loamy,Rust,Soil Solarization,Mulching,Bihar,120 days,20–25°C
Moong (Green Gram),Peaty,Wilt,Soil Solarization,Mulching,Telangana,90 days,25–30°C
Horse Gram,Sandy,Blight,Fungicide Spray,Mulching,Haryana,150 days,20–25°C
Jowar,Red Loamy,Wilt,Soil Solarization,Mulching,Tripura,120 days,20–25°C
Moong (Green Gram),Red Loamy,Wilt,Fungicide Spray,Mulching,Karnataka,120 days,25–30°C
Garlic,Alluvial,Wilt,Crop Rotation,Mulching,Bihar,120 days,25–30°C
Khesari,Alluvial,Rust,Fungicide Spray,Mulching,Tripura,90 days,20–25°C
Cashewnut,Black Cotton,Rust,Crop Rotation,Organic Farming,Sikkim,90 days,25–30°C
Barley,Alluvial,Wilt,Crop Rotation,Mulching,Meghalaya,150 days,20–25°C
Coriander,Sandy,Rust,Resistant Varieties,Organic Farming,Uttarakhand,120 days,25–30°C
Masoor,Sandy,Blight,Neem Extract,Mulching,Bihar,150 days,25–30°C
Ginger,Black Cotton,Rust,Fungicide Spray,Organic Farming,Maharashtra,150 days,25–30°C
Tobacco,Red Loamy,Wilt,Soil Solarization,Mulching,Kerala,150 days,25–30°C
Jowar,Red Loamy,Blight,Soil Solarization,Organic Farming,Tamil Nadu,150 days,25–30°C
Sesamum,Black Cotton,Blight,Resistant Varieties,Mulching,Gujarat,90 days,20–25°C
Coriander,Sandy,Blight,Resistant Varieties,Mulching,Nagaland,120 days,25–30°C
Arhar/Tur,Laterite,Rust,Crop Rotation,Organic Farming,Madhya Pradesh,150 days,20–25°C
Khesari,Black Cotton,Blight,Resistant Varieties,Organic Farming,Tripura,90 days,25–30°C
Tobacco,Black Cotton,Wilt,Fungicide Spray,Organic Farming,Gujarat,120 days,20–25°C
